   sentence_id      lemma   pos
1            1    display  NOUN
2            1         of   ADP
3            1      brand  NOUN
4            1        new   ADJ
5            1       unit  NOUN
6            1        buy  VERB
7            1       from   ADP
8            1 amazon.com PROPN
9            1       have  VERB
10           1         an   DET
